Board VX
 Quad/Chan :        q00c0              q00c1              q00c2              q00c3              q01c0              q01c1              q01c2              q01c3      
Link :       00                 01                 02                 03                 04                 05                 06                 07          
Frame 0975 : 1v00030288fe5c0637 1v000304001400042f 1v0003000004000400 1v0003040000000000 1v0003000000000400 1v00030a340ae90000 1v00030c0008001518 1v0003000100010001
Frame 0976 : 1v00031404073714c3 1v0003040010000daf 1v0003000004000000 1v0003000004000400 1v0003000000000000 1v0003021000820000 1v00031000000004ec 1v0003000000000000
Frame 0977 : 1v00030763015f07d3 1v000300001000fec3 1v0003000000000400 1v0003000000000000 1v0003000004000400 1v00030f0209fd0400 1v000304000c000b40 1v0003000000000000
Frame 1008 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1009 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1010 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1011 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1012 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1013 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1014 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1015 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1016 : 1v0003fdf5fd900689 1v000304001800060a 1v0003040004000400 1v0003000004000400 1v0003000000000000 1v00030168048a0000 1v0003180000001338 1v0003000100010001
Frame 1017 : 1v000316c907b116e4 1v000304001400082b 1v0003040004000000 1v0003000004000400 1v0003000000000000 1v0003057605580000 1v00031400000032a0 1v0003000000000000
Frame 1018 : 1v000314a001f014c8 1v00030400100007c4 1v0003000004000400 1v0003040000000000 1v0003000000000000 1v000307030a6a0000 1v00030c0004000c30 1v0003000100010001
Frame 1019 : 1v000314af089714d6 1v00030400100007aa 1v0003040000000400 1v0003000004000000 1v0003000000000000 1v00030402014c0000 1v0003100000002634 1v0003000000000000
Frame 1020 : 1v0003eef4ffd50392 1v000304001800038c 1v0003040004000400 1v0003000004000400 1v0003000000000000 1v000303600aee0000 1v0003180000000e88 1v0003000100010001
Frame 1021 : 1v000318d9065418e7 1v00030400100007a6 1v0003000000000400 1v0003040000000000 1v0003000000000400 1v000309c604fb0000 1v00030800080030fc 1v0003000000000000
Frame 1022 : 1v00031831068d1835 1v000300001000025f 1v0003000004000400 1v0003040000000000 1v0003000000000400 1v000307aa07fa0000 1v0003080008000bb8 1v0003000000000000
Frame 1023 : 1v000303f4fd41079e 1v0003040018000593 1v0003040004000400 1v0003000004000400 1v0003000000000000 1v0003044b09f70000 1v0003180000001ef0 1v0003000100010001
Frame 1056 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1057 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1058 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1059 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1060 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1061 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1062 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1063 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1064 : 1v0003067affc508e4 1v00030400180005b9 1v0003000000000400 1v0003000000000000 1v0003040004000400 1v00030be209eb0400 1v00030800100014dc 1v0003000100010001
Frame 1065 : 1v00030301044d05b7 1v00030400180002e2 1v0003000000000400 1v0003000000000000 1v0003040004000400 1v00030db509da0400 1v0003080010001338 1v0003000100010001
Frame 1066 : 1v00030d0208491203 1v00030400100010aa 1v0003000000000000 1v0003040000000000 1v0003000004000400 1v0003133602e10000 1v000304000c0014a0 1v0003000000000000
Frame 1067 : 1v00030e7004fd0f3a 1v000300001000085a 1v0003000004000400 1v0003000000000000 1v0003000004000400 1v00030a5009960000 1v0003080008003930 1v0003000000000000
Frame 1104 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1105 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1106 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1107 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1108 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1109 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1110 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1111 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1112 : 1v0003ff25feee0202 1v000304001400ff54 1v0003040004000400 1v0003000000000400 1v0003000000000000 1v000305330bb40000 1v00031400000020d0 1v0003000100010001
Frame 1113 : 1v000312af03a41302 1v00030400100008d1 1v0003000004000000 1v0003000004000400 1v0003000000000000 1v0003025301c60000 1v0003100000001194 1v0003000000000000
Frame 1114 : 1v000311a703fb11d7 1v0003040010000584 1v0003040000000400 1v0003000000000400 1v0003000000000000 1v0003023006e60000 1v0003100000001ba8 1v0003000000000000
Frame 1115 : 1v000300fafc5c043f 1v00030400180001ea 1v0003040004000400 1v0003000004000400 1v0003000000000000 1v000302fd0b390000 1v0003180000000690 1v0003000100010001
Frame 1152 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1153 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1154 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1155 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1156 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1157 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1158 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1159 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1160 : 1v00030aa5fef10b8d 1v000304001800052e 1v0003000000000400 1v0003040000000000 1v0003040004000400 1v00030a400b080000 1v0003080010000168 1v0003000100010001
Frame 1161 : 1v00030b6b02600cc6 1v00030000140007c9 1v0003000000000400 1v0003040000000000 1v0003040004000400 1v000307ac0b700000 1v00030400100029b8 1v0003000000000000
Frame 1200 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1201 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1202 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1203 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1204 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1205 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1206 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1207 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1208 : 1v000318c807c318d3 1v00030400100006c5 1v0003040000000400 1v0003000004000000 1v0003000000000000 1v0003002002c90000 1v0003100000003138 1v0003000000000000
Frame 1209 : 1v00030365fb330737 1v0003040018000545 1v0003040004000400 1v0003000004000400 1v0003000000000000 1v0003007202110000 1v0003180000000078 1v0003000100010001
Frame 1248 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1249 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1250 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1251 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1252 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1253 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1254 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1255 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1256 : 1v000302b7006a06ee 1v0003040014000538 1v0003000004000400 1v0003000000000000 1v0003000004000400 1v00030a140a580000 1v00030c0008001c98 1v0003000100010001
Frame 1257 : 1v000302cdfdb70616 1v00030400140003c4 1v0003040004000400 1v0003000000000400 1v0003000000000000 1v000305d60a140000 1v0003140000000a8c 1v0003000100010001
Frame 1258 : 1v0003010e029b0f6c 1v0003040010000f4f 1v0003000004000000 1v0003000004000400 1v0003000000000000 1v0003001e09200000 1v0003100000001a40 1v0003000000000000
Frame 1259 : 1v00030a1d05c60f59 1v0003000010000e17 1v0003040000000400 1v0003000004000400 1v0003000000000000 1v0003006803c40000 1v0003100000000564 1v0003000000000000
Frame 1260 : 1v000315d5ff4615f2 1v00030400100007ad 1v0003000000000400 1v0003000000000000 1v0003000004000400 1v00030bb2018d0000 1v0003080008000258 1v0003000000000000
Frame 1261 : 1v0003161a04431625 1v00030000140003c4 1v0003000000000400 1v0003000000000000 1v0003040004000400 1v00030c9a03fb0400 1v0003040010002a30 1v0003000000000000
Frame 1262 : 1v00030ed3fdb00efd 1v0003040018000216 1v0003000004000400 1v0003040000000000 1v0003000004000400 1v00030a3808d60000 1v00030c000c001644 1v0003000100010001
Frame 1263 : 1v0003fe9ffb5b05ef 1v000300001400053c 1v0003000004000400 1v0003040000000000 1v0003000004000400 1v0003071a04ca0000 1v000308000c000348 1v0003000100010001
Frame 1296 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1297 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1298 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1299 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1300 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1301 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1302 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1303 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1304 : 1v000308d4ff110a62 1v00030400180005d8 1v0003000000000400 1v0003000000000000 1v0003040004000400 1v00030cf809910400 1v0003080010000e88 1v0003000100010001
Frame 1305 : 1v0003036cfe890681 1v0003040014000405 1v0003000004000400 1v0003000000000000 1v0003000004000400 1v000307c7034b0000 1v00030c0008001644 1v0003000100010001
Frame 1306 : 1v000300a80632087c 1v00030400180007e1 1v0003040004000400 1v0003000004000400 1v0003000000000000 1v0003018008800000 1v00031800000014dc 1v0003000100010001
Frame 1307 : 1v0003ffb6fcf40473 1v00030400140002fd 1v0003000000000000 1v0003040000000000 1v0003040004000000 1v000310ac0a1c0400 1v00030400100026ac 1v0003000100010001
Frame 1308 : 1v00030ef901520f08 1v000300001000fe1f 1v0003000004000400 1v0003040000000000 1v0003000000000400 1v0003072608b30000 1v0003080008000654 1v0003000000000000
Frame 1309 : 1v0003fbed040c04a9 1v000304001400042f 1v0003000000000400 1v0003000000000000 1v0003040000000400 1v00030d7e07410400 1v000308000c000f78 1v0003000100010001
Frame 1310 : 1v0003fed1fae603e9 1v0003040014000299 1v0003040004000400 1v0003000000000400 1v0003000000000000 1v0003044307360000 1v00031400000003fc 1v0003000100010001
Frame 1311 : 1v000300e8fd990856 1v00030400180007a8 1v0003040004000400 1v0003000004000400 1v0003000000000000 1v000301d206e80000 1v00031800000016bc 1v0003000100010001
Frame 1312 : 1v00030d4204ee0d60 1v000304001000ff27 1v0003040000000400 1v0003000000000400 1v0003000000000000 1v000301c904f00000 1v0003100000000e10 1v0003000000000000
Frame 1313 : 1v000318b8024718cb 1v00030400140008d7 1v0003000004000400 1v0003000004000400 1v0003000000000000 1v0003016e00710000 1v00031400000018d8 1v0003000000000000
Frame 1314 : 1v000301a5021906db 1v0003040018000596 1v0003040004000400 1v0003000004000400 1v0003000000000000 1v0003017701ad0000 1v0003180000001680 1v0003000100010001
Frame 1315 : 1v00030a2504d90e48 1v0003040010000c86 1v0003040004000400 1v0003000000000000 1v0003000000000000 1v000301ee066e0000 1v0003100000000b04 1v0003000000000000
Frame 1316 : 1v0003133c04e813c9 1v0003000010000b96 1v0003040004000400 1v0003000000000400 1v0003000000000000 1v0003016d00b90000 1v0003100000001860 1v0003000000000000
Frame 1317 : 1v000310ad06071162 1v0003040010000a18 1v0003040004000000 1v0003000004000000 1v0003000000000000 1v0003015a01c00000 1v0003100000001c5c 1v0003000000000000
Frame 1318 : 1v000312bf05901312 1v00030400100008de 1v0003040004000000 1v0003000000000400 1v0003000000000000 1v0003015901ae0000 1v0003100000001c98 1v0003000000000000
Frame 1319 : 1v0003161c03991630 1v000304001400067e 1v0003040004000000 1v0003000004000400 1v0003000000000000 1v0003018200600000 1v00031400000014dc 1v0003000000000000
Frame 1320 : 1v000311d7002311e7 1v0003000010000149 1v0003040004000400 1v0003000000000400 1v0003000000000000 1v000301b000ca0000 1v0003100000000f3c 1v0003000000000000
Frame 1321 : 1v000310a4ffda149d 1v00030400140012c4 1v0003040000000400 1v0003000004000400 1v0003000000000000 1v0003020001d10000 1v0003140000000c30 1v0003000000000000
Frame 1322 : 1v0003095bfee209d3 1v0003040014000101 1v0003000000000400 1v0003000000000000 1v0003000004000400 1v00030aa10b170400 1v000308000c000d5c 1v0003000100010001
Frame 1323 : 1v00030827052b0985 1v0003000010000490 1v0003000000000400 1v0003000000000000 1v0003000004000400 1v00030fac0aca0400 1v000304000c00099c 1v0003000000000000
Frame 1324 : 1v0003031803970580 1v0003040014000255 1v0003040004000400 1v0003000000000400 1v0003000000000000 1v000304bc08010000 1v00031400000015cc 1v0003000100010001
Frame 1325 : 1v0003040e0114076e 1v000304001800052e 1v0003000004000400 1v0003040000000000 1v0003000004000400 1v0003077a096e0000 1v00030c000c0017ac 1v0003000100010001
Frame 1344 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1345 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1346 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1347 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1348 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1349 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1350 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1351 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1352 : 1v00030bbb03690d39 1v000304001000088f 1v0003000000000400 1v0003000000000000 1v0003040004000000 1v00030ac607d00000 1v00030800080003fc 1v0003000000000000
Frame 1353 : 1v0003fd38fea70800 1v00030400180007b8 1v0003040004000400 1v0003000004000400 1v0003000000000000 1v0003035e09130000 1v00031800000011d0 1v0003000100010001
Frame 1354 : 1v00030a2305750ab1 1v0003040018000281 1v0003040004000400 1v0003000004000400 1v0003000000000000 1v0003030a01440000 1v0003180000000d5c 1v0003000100010001
Frame 1355 : 1v0003009aff9104a0 1v00030400180002ce 1v0003040004000400 1v0003000004000400 1v0003000000000000 1v0003013f05e60000 1v000318000000030c 1v0003000100010001
Frame 1356 : 1v00030b06070e0c20 1v000304001000066d 1v0003040004000400 1v0003000000000000 1v0003000000000000 1v00030380040c0000 1v0003100000002544 1v0003000000000000
Frame 1357 : 1v0003168c064316ac 1v00030400140008c1 1v0003040004000400 1v0003000000000400 1v0003000000000000 1v000300f304930000 1v00031400000010a4 1v0003000000000000
Frame 1358 : 1v0003053ffe070869 1v00030400180005ff 1v0003040004000400 1v0003000004000400 1v0003000000000000 1v000305ea09060000 1v00031800000014a0 1v0003000100010001
Frame 1359 : 1v00030191ff130499 1v0003000010000212 1v0003040004000400 1v0003000004000000 1v0003000000000000 1v000300b20b850000 1v0003100000000c6c 1v0003000100010001
Frame 1360 : 1v0003040cf79304bd 1v000304001400fd5e 1v0003000000000400 1v0003000000000000 1v0003040004000400 1v00030c4c0b440000 1v000308000c000f78 1v0003000100010001
Frame 1361 : 1v0003138007fc1476 1v0003040010000e46 1v0003040004000000 1v0003000004000000 1v0003000000000000 1v000300c500660000 1v0003100000003048 1v0003000000000000
Frame 1362 : 1v0003123f063612d3 1v0003040010000ace 1v0003000000000400 1v0003000000000000 1v0003000004000000 1v00030f44003d0400 1v0003080008000924 1v0003000000000000
Frame 1363 : 1v0003006500ae05be 1v0003040018000487 1v0003040004000400 1v0003000004000400 1v0003000000000000 1v000305fe0b890000 1v0003180000000b04 1v0003000100010001
Frame 1364 : 1v00030f2f016c1057 1v0003040014000ad1 1v0003000000000400 1v0003000000000000 1v0003040004000400 1v00030bf206e50000 1v000308000c000b04 1v0003000000000000
Frame 1365 : 1v0003155001951566 1v0003040018000605 1v0003040004000400 1v0003000004000400 1v0003000000000000 1v0003064a069e0000 1v0003180000001be4 1v0003000000000000
Frame 1392 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1393 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1394 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1395 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1396 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1397 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1398 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1399 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1400 : 1v00030541000d05a9 1v000304001800fc4d 1v0003040004000400 1v0003000004000400 1v0003000000000000 1v000300e80ae70000 1v0003180000000a8c 1v0003000100010001
Frame 1401 : 1v000312b4091f12ca 1v000300001000036d 1v0003000000000000 1v0003040000000000 1v0003040000000400 1v0003151905d90400 1v0003000010002df0 1v0003000000000000
Frame 1402 : 1v000300f9fcd904c0 1v00030400180002c7 1v0003040004000400 1v0003000004000400 1v0003000000000000 1v0003006007370000 1v0003180000000474 1v0003000100010001
Frame 1403 : 1v0003fafd08ec0ec3 1v0003040010000ebb 1v0003040004000000 1v0003000004000000 1v0003000000000000 1v0003021e0a040000 1v000310000000099c 1v0003000000000000
Frame 1404 : 1v00030824ff9f09bb 1v0003000014000546 1v0003040004000400 1v0003000004000400 1v0003000000000000 1v000300aa0a240000 1v00031400000009d8 1v0003000100010001
Frame 1405 : 1v0003153405a61545 1v00030400100004d8 1v0003000000000400 1v0003040000000000 1v0003000000000400 1v0003070c09660000 1v00030800080008e8 1v0003000000000000
Frame 1440 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1441 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1442 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1443 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1444 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1445 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1446 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1447 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1448 : 1v0003fcdcface048d 1v00030400140003eb 1v0003040004000400 1v0003000004000000 1v0003000000000000 1v0003009c0a570000 1v000314000000120c 1v0003000100010001
Frame 1449 : 1v0003150308cb153f 1v00030400100009c7 1v0003000000000000 1v0003040000000000 1v0003000004000000 1v000311dc07cc0400 1v000304000c000b7c 1v0003000000000000
Frame 1450 : 1v0003009e00bd0378 1v00030400140000c6 1v0003000000000400 1v0003000000000000 1v0003040000000400 1v00030a9d0b120400 1v000308000c000078 1v0003000100010001
Frame 1451 : 1v00030bf7082e0cec 1v00030400100006bc 1v0003040004000000 1v0003000004000000 1v0003000000000000 1v0003016207c10000 1v0003100000002e2c 1v0003000000000000
Frame 1452 : 1v00030c42ff4f0cbf 1v0003040010000416 1v0003000000000400 1v0003000000000000 1v0003000004000400 1v00030ad609c30000 1v0003080008000a8c 1v0003000000000000
Frame 1453 : 1v0003024f027e070f 1v000304001400059b 1v0003040004000400 1v0003000000000400 1v0003000000000000 1v000304b204bc0000 1v0003140000000078 1v0003000100010001
Frame 1454 : 1v0003023c00da07ab 1v000304001800067a 1v0003040004000400 1v0003000004000400 1v0003000000000000 1v0003028408980000 1v0003180000000780 1v0003000100010001
Frame 1455 : 1v0003186e06731876 1v00030400100004fe 1v0003000000000400 1v0003000000000000 1v0003040004000000 1v00030cc404e10000 1v00030800080032dc 1v0003000000000000
Frame 1488 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1489 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1490 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1491 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
Frame 1492 : 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000 0v0000000000000000
